placeid,admin_1,admin_2,colloquial_area,continent,country,formatted_address,lat,locality,location_type,lon,natural_feature,partial,point_of_interest
ChIJKQGUscSOyokR4hRwWJaM3Js,Maryland,Allegany County,,,United States,"Cumberland, MD 21502, USA",39.6528654,Cumberland,locality,-78.7625185,,False,
ChIJKaTUSnW_4okRzk48SGm0S2U,New Hampshire,Rockingham County,,,United States,"Portsmouth, NH 03801, USA",43.0717552,Portsmouth,locality,-70.7625532,,False,
ChIJKwiSeRRzxIkRnlFGzYJJqZE,New Jersey,Hunterdon County,,,United States,"Bloomsbury, NJ, USA",40.6539892,Bloomsbury,locality,-75.08656189999999,,False,
ChIJL51OWvySh5YRVHkUAg1TFos,Antofagasta Region,El Loa,,,Chile,"Andes, Calama, Antofagasta Region, Chile",-22.3672516,,establishment,-67.95124,,False,
ChIJL6wn6oAOZ0gRoHExl6nHAAo,County Dublin,Dublin City,,,Ireland,"Dublin, Ireland",53.3498053,Dublin,locality,-6.2603097,,False,
ChIJLxl_1w9OZzQRRFJmfNR1QvU,,,,,Japan,Japan,36.204824,,country,138.252924,,False,
ChIJM1PaREO_yRIRIAKX_aUZCAQ,Provence-Alpes-Côte d'Azur,Bouches-du-Rhone,,,France,"Marseille, France",43.296482,Marseille,locality,5.36978,,False,
ChIJMVd4MymgVA0R99lHx5Y__Ws,,,,,France,France,46.227638,,country,2.213749,,False,
ChIJMfDBQVt444kRffyb3GXEuK8,Massachusetts,,,,United States,"Beacon St, Massachusetts, USA",42.3358727,,route,-71.1525004,,False,
ChIJNzWspC4bdkgRX-S3bCb_D0g,England,Greater London,,,United Kingdom,"Tottenham Court Rd, Fitzrovia, London W1T, UK",51.5210809,London,route,-0.1348232,,False,
ChIJOSMjjVlWwokRnpaTPyaFi9o,New York,,,,United States,"Broadway, New York, NY, USA",40.7045543,New York,route,-74.01427029999999,,False,
ChIJOUJNELOwxokR6b88D5zyvtY,Pennsylvania,Montgomery County,,,United States,"Cheltenham Township, PA, USA",40.0812601,,administrative_area_level_3,-75.1370254,,False,
ChIJOwg_06VPwokRYv534QaPC8g,New York,,,,United States,"New York, NY, USA",40.7127837,New York,locality,-74.0059413,,False,
ChIJP3fuARk5skwR7aW7DG3mHlQ,,,New England,,United States,"New England, USA",43.9653889,,colloquial_area,-70.8226541,,False,
ChIJP6byPfX5wokRQDFuN5Qy_Cs,New Jersey,Bergen County,,,United States,"Newman St, Hackensack, NJ 07601, USA",40.8819297,Hackensack,route,-74.05187889999999,,False,
ChIJPS3UVwqJJRMRsH46sppPCQA,,,,,Vatican City,"00120, Vatican City",41.902916,,country,12.453389,,False,
ChIJPV4oX_65j4ARVW8IJ6IJUYs,California,,,,United States,"California, USA",36.778261,,administrative_area_level_1,-119.4179324,,False,
ChIJPZQJvBo8TIYRov7INbBx08o,Texas,Collin County,,,United States,"Frisco, TX, USA",33.1506744,Frisco,locality,-96.82361159999999,,False,
ChIJPcTFENIEdkgR94E58rgB69o,2,2,2,2,2,2,2,2,2,2,2,2,2
ChIJR_vrSVgbdkgRQPTLBvwoNns,England,Greater London,,,United Kingdom,"City Rd, London, UK",51.5318468,London,route,-0.1058222,,False,
ChIJRcoiUzqXuokRCh56zn8Qmas,Virginia,,,,United States,"Norfolk, VA, USA",36.8507689,Norfolk,locality,-76.28587259999999,,False,
ChIJSTKCCzZwQIYRPN4IGI8c6xY,Texas,,,,United States,"Texas, USA",31.9685988,,administrative_area_level_1,-99.9018131,,False,
ChIJSXdyLEcFdkgRnABwROMM4MY,England,Greater London,,,United Kingdom,"Knightsbridge, London, UK",51.4991195,London,neighborhood,-0.1644394,,False,
ChIJS_tPzDQK3okRxCjnoBJjoeE,New York,Albany County,,,United States,"Albany, NY, USA",42.6525793,Albany,locality,-73.7562317,,False,
ChIJScCjT9zPoUURdeg1G-dz8ys,Svalbard,,,,Svalbard and Jan Mayen,"Svalbard, Svalbard and Jan Mayen",77.8749725,,administrative_area_level_1,20.9751822,,False,
ChIJTYnr7iqdWogRVofY2v7yVz8,Tennessee,Sullivan County,,,United States,"Bristol, TN, USA",36.5951059,Bristol,locality,-82.18874439999999,,False,
ChIJTx1a_QwPsIkRzVASAEShGXc,Virginia,,,,United States,"Suffolk, VA, USA",36.7282054,Suffolk,locality,-76.5835621,,False,
ChIJU1NoiDs6BIQREZgJa760ZO0,,,,,Mexico,Mexico,23.634501,,country,-102.552784,,False,
ChIJU76vaCEU-4kRU1pIfew2RHE,Massachusetts,Barnstable County,,,United States,"Chatham, MA, USA",41.6820897,Chatham,locality,-69.95976639999999,,False,
ChIJU7MUlgWz1okRHuYlQfwfAFo,New York,Monroe County,,,United States,"Rochester, NY, USA",43.16103,Rochester,locality,-77.6109219,,False,
ChIJV-jLJIrxYzYRWfSg0_xrQak,,,,Asia,,Asia,34.047863,,continent,100.6196553,,False,
ChIJV5eOlCamBYgRlZyYYTShLas,Wisconsin,Waukesha County,,,United States,"Waukesha, WI, USA",43.0116784,Waukesha,locality,-88.2314813,,False,
ChIJVWqfm3xuk1QRdrgLettlTH0,Oregon,,,,United States,"Oregon, USA",43.8041334,,administrative_area_level_1,-120.5542012,,False,
ChIJV_eisjpnXIYRQuzjhuEo_4E,TX,Bexar County,,,,"West Corporation, 11330 Interstate 10 West Frontage Road, Building 5000, San Antonio, TX 78249",29.545747,San Antonio,establishment,-98.58364100000001,,False,
ChIJVetWkK-0w4kRo5Jojq91CeU,New Jersey,Middlesex County,,,United States,"Carteret, NJ, USA",40.5773266,Carteret,locality,-74.2282005,,False,
ChIJW0iM76nGdkgR7a8BoIMY_9I,England,Oxfordshire,,,United Kingdom,"University of Oxford, Oxford OX1, UK",51.7566341,Oxford,establishment,-1.2547037,,False,
ChIJWc9_wKTAk1QRTwvYQ6yxyX8,Washington,Pacific County,,,United States,"Pacific County, WA, USA",46.5180824,,administrative_area_level_2,-123.8264512,,False,
